LOCATION,latitude,longitude,incidence,RISK,100,cfr,Z,NEW CASES,TOTAL CASES,NEW DEATHS,TOTAL DEATHS,rank
Unassigned|Arkansas|US, nil, nil,#N/A,0.009840098,0.98400984,0,0,8,813,0,0,1038
Johnson|Kentucky|US,37.85106355,-82.8264322,130.70128,0.00990099,0.99009901,0,0,1,101,0,0,1041
Union|Tennessee|US,36.28590426,-83.83651902,525.7360304,0.009950249,0.995024876,0,0,2,201,0,0,1050
Sac|Iowa|US,42.38624071,-95.10547892,812.6735933,0.01010101,1.01010101,0,0,1,99,0,0,1064
Hartley|Texas|US,35.84008013,-102.6029022,1470.588235,0.01010101,1.01010101,0,0,1,99,0,0,1064
Kearney|Nebraska|US,40.50663314,-98.94877182,384.9114704,0.010309278,1.030927835,0,0,1,97,0,0,1085
Rock|Minnesota|US,43.67482683,-96.25296832,751.4761138,0.010416667,1.041666667,0,0,1,96,0,0,1097
Perry|Tennessee|US,35.63708728,-87.86139634,842.0009906,0.010416667,1.041666667,0,0,1,96,0,0,1097
Out of MI|Michigan|US, nil, nil,#N/A,0.010752688,1.075268817,0,0,1,93,0,0,1135
Alleghany|North Carolina|US,36.49360862,-81.12857041,592.6191973,0.010752688,1.075268817,0,0,2,186,0,0,1135
Clatsop|Oregon|US,45.99712889,-123.660711,181.4836913,0.010752688,1.075268817,0,0,1,93,0,0,1135
Osceola|Iowa|US,43.37824276,-95.62422844,1292.379993,0.010989011,1.098901099,0,0,1,91,0,0,1165
Villalba|Puerto Rico|US,18.127951,-66.473115,272.3123538,0.010989011,1.098901099,0,0,1,91,0,0,1165
Unassigned|Delaware|US, nil, nil,#N/A,0.011029412,1.102941176,0,0,3,272,0,0,1170
Cannon|Tennessee|US,35.80990797,-86.05738983,728.9821502,0.011111111,1.111111111,0,0,2,180,0,0,1184
Jackson|Minnesota|US,43.67423373,-95.15398258,700.7921999,0.011235955,1.123595506,0,0,1,89,0,0,1201
Currituck|North Carolina|US,36.36123664,-75.95876401,252.1341354,0.011235955,1.123595506,0,0,1,89,0,0,1201
Penuelas|Puerto Rico|US,18.059645,-66.721572,226.5052302,0.011235955,1.123595506,0,0,1,89,0,0,1201
Vilas|Wisconsin|US,46.05467334,-89.51719204,126.1545393,0.011235955,1.123595506,0,0,1,89,0,0,1201
Johnson|Illinois|US,37.45939802,-88.88165419,410.7272288,0.011363636,1.136363636,0,0,1,88,0,0,1212
Natrona|Wyoming|US,42.96180148,-106.797885,267.9756568,0.011363636,1.136363636,0,0,3,264,0,0,1212
Murray|Oklahoma|US,34.48116015,-97.06826283,419.2425211,0.011764706,1.176470588,0,0,1,85,0,0,1252
Love|Oklahoma|US,33.95273467,-97.23906784,624.207549,0.011904762,1.19047619,0,0,1,84,0,0,1271
Wayne|Kentucky|US,36.80310688,-84.8251971,265.5781242,0.012048193,1.204819277,0,0,1,83,0,0,1287
Staunton|Virginia|US,38.15965544,-79.05979937,561.5273544,0.012195122,1.219512195,0,0,2,164,0,0,1298
Lake|Colorado|US,39.20278823,-106.3555697,849.0217793,0.0125,1.25,0,0,1,80,0,0,1328
Douglas|Wisconsin|US,46.43222285,-91.91595768,254.9246813,0.012605042,1.260504202,0,0,3,238,0,0,1339
Ripley|Missouri|US,36.65460667,-90.85990261,293.4978928,0.012658228,1.265822785,0,0,1,79,0,0,1344
Maunabo|Puerto Rico|US,18.017889,-65.922235,400.8179959,0.012820513,1.282051282,0,0,1,78,0,0,1355
San Lorenzo|Puerto Rico|US,18.147987,-65.976392,302.0117882,0.012931034,1.293103448,0,0,3,232,0,0,1367
Wright|Missouri|US,37.27029221,-92.46914488,295.2594456,0.012987013,1.298701299,0,0,1,77,0,0,1375
Benton|Indiana|US,40.60626947,-87.31093999,640.1463192,0.013157895,1.315789474,0,0,1,76,0,0,1391
Barranquitas|Puerto Rico|US,18.201592,-66.30963,567.319744,0.013289037,1.328903654,0,0,4,301,0,0,1405
Worth|Iowa|US,43.37750768,-93.26087602,758.7047825,0.013333333,1.333333333,0,0,1,75,0,0,1414
Guanica|Puerto Rico|US,17.982429,-66.919643,267.6687085,0.013513514,1.351351351,0,0,1,74,0,0,1435
Osceola|Michigan|US,43.98992088,-85.32566756,277.0673487,0.01369863,1.369863014,0,0,1,73,0,0,1450
Fremont|Colorado|US,38.47362326,-105.4399667,211.1248145,0.013793103,1.379310345,0,0,2,145,0,0,1458
Fentress|Tennessee|US,36.38128818,-84.92870012,356.3137721,0.014084507,1.408450704,0,0,2,142,0,0,1488
Beaverhead|Montana|US,45.13434354,-112.8984694,349.0955252,0.014285714,1.428571429,0,0,1,70,0,0,1510
Hyde|North Carolina|US,35.42017674,-76.15180542,749.4429816,0.014285714,1.428571429,0,0,1,70,0,0,1510
Pine|Minnesota|US,46.12105238,-92.74070188,415.835559,0.014492754,1.449275362,0,0,2,138,0,0,1530
Sakhalin Oblast|Russia,49.7219665,143.448533,509.6076755,0.01477707,1.477707006,0,0,58,3925,0,0,1545
Okayama|Japan,34.89246,133.826252,4.022045041,0.014814815,1.481481481,0,0,2,135,0,0,1550
Florida|Puerto Rico|US,18.373715,-66.560488,1025.236593,0.015,1.5,0,0,3,200,0,0,1561
Guaynabo|Puerto Rico|US,18.345114,-66.114523,#N/A,0.015044248,1.504424779,0,0,17,1130,0,0,1564
Jefferson|Washington|US,47.75003077,-123.5609704,158.2818659,0.015151515,1.515151515,0,0,1,66,0,0,1573
Mizoram|India,23.309381,92.83822,32.9232984,0.015267176,1.526717557,0,0,14,917,0,0,1584
Crawford|Georgia|US,32.71391813,-83.98061238,701.3866495,0.015267176,1.526717557,0,0,2,131,0,0,1584
Fleming|Kentucky|US,38.36758311,-83.69657514,336.0537686,0.015384615,1.538461538,0,0,1,65,0,0,1593
Polk|Missouri|US,37.6162296,-93.39828174,578.5560982,0.015444015,1.544401544,0,0,4,259,0,0,1596
Coamo|Puerto Rico|US,18.097597,-66.36014,271.5244866,0.015463918,1.546391753,0,0,3,194,0,0,1600
Manati|Puerto Rico|US,18.420473,-66.490461,403.5091696,0.015625,1.5625,0,0,5,320,0,0,1612
Portage|Wisconsin|US,44.47558711,-89.50152965,466.2861018,0.015841584,1.584158416,0,0,8,505,0,0,1631
Lemhi|Idaho|US,44.9438088,-113.9309747,137.0374984,0.015873016,1.587301587,0,0,1,63,0,0,1638
Switzerland|Indiana|US,38.82767338,-85.03022429,362.7569528,0.015873016,1.587301587,0,0,1,63,0,0,1638
Fukushima|Japan,37.378867,140.223295,4.714121068,0.016129032,1.612903226,0,0,2,124,0,0,1659
Northwest Arctic|Alaska|US,67.04919196,-159.7503946,367.4058523,0.016129032,1.612903226,0,0,1,62,0,0,1659
Menard|Illinois|US,40.02742725,-89.80246001,352.5746146,0.016129032,1.612903226,0,0,1,62,0,0,1659
Boyle|Kentucky|US,37.62680923,-84.8633779,415.8349967,0.016129032,1.612903226,0,0,3,186,0,0,1659
San Miguel|New Mexico|US,35.48014807,-104.8163562,150.3097848,0.016129032,1.612903226,0,0,1,62,0,0,1659
Fayette|Iowa|US,42.86271799,-91.8441231,381.6793893,0.016393443,1.639344262,0,0,2,122,0,0,1684
Trujillo Alto|Puerto Rico|US,18.336159,-65.998884,#N/A,0.016442451,1.644245142,0,0,11,669,0,0,1686
Pushmataha|Oklahoma|US,34.41635232,-95.37603505,748.0173035,0.016528926,1.652892562,0,0,2,121,0,0,1694
Santa Isabel|Puerto Rico|US,17.994525,-66.388913,348.0278422,0.016528926,1.652892562,0,0,2,121,0,0,1694
Juana Diaz|Puerto Rico|US,18.050764,-66.494581,204.0126663,0.01659751,1.659751037,0,0,4,241,0,0,1700
Yellow Medicine|Minnesota|US,44.71710183,-95.86842453,484.0869297,0.016666667,1.666666667,0,0,1,60,0,0,1709
Yabucoa|Puerto Rico|US,18.070399,-65.896289,239.8460768,0.016759777,1.675977654,0,0,3,179,0,0,1714
Rincon|Puerto Rico|US,18.335443,-67.23174,526.3157895,0.016806723,1.680672269,0,0,2,119,0,0,1718
Perry|Arkansas|US,34.9459153,-92.94372564,459.1104735,0.016949153,1.694915254,0,0,1,59,0,0,1727
Sagadahoc|Maine|US,43.95415864,-69.85074999,125.502008,0.016949153,1.694915254,0,0,1,59,0,0,1727
Avery|North Carolina|US,36.07569796,-81.92308483,467.0501794,0.016949153,1.694915254,0,0,2,118,0,0,1727
Jessamine|Kentucky|US,37.87119786,-84.58252003,476.7624503,0.01703163,1.703163017,0,0,7,411,0,0,1732
Burt|Nebraska|US,41.85056773,-96.32605633,278.6809104,0.01754386,1.754385965,0,0,1,57,0,0,1764
Pope|Minnesota|US,45.58606667,-95.44451209,311.1387679,0.017857143,1.785714286,0,0,1,56,0,0,1786
Mason|Michigan|US,43.99509218,-86.24988902,322.5363711,0.018348624,1.834862385,0,0,2,109,0,0,1812
Saga|Japan,33.286977,130.115738,8.960232524,0.018518519,1.851851852,0,0,4,216,0,0,1823
Phillips|Montana|US,48.25936577,-107.9128511,126.4542236,0.018691589,1.869158879,0,0,2,107,0,0,1833
San Sebastian|Puerto Rico|US,18.328646,-66.971214,391.2326184,0.018726592,1.872659176,0,0,5,267,0,0,1834
Thomas|Kansas|US,39.35107575,-101.0553705,411.4697184,0.018867925,1.886792453,0,0,1,53,0,0,1847
Morgan|Missouri|US,38.4181765,-92.88791859,295.728899,0.018867925,1.886792453,0,0,2,106,0,0,1847
Sullivan|Missouri|US,40.2099105,-93.11150106,2167.843652,0.018867925,1.886792453,0,0,3,159,0,0,1847
Washington|Colorado|US,39.97015535,-103.202587,937.2453138,0.019230769,1.923076923,0,0,1,52,0,0,1870
Ponce|Puerto Rico|US,18.059498,-66.613748,233.8766406,0.019639935,1.963993453,0,0,12,611,0,0,1884
Freestone|Texas|US,31.70422788,-96.15072516,694.831871,0.019704433,1.97044335,0,0,4,203,0,0,1888
Spencer|Kentucky|US,38.03223971,-85.32749335,449.5891685,0.019736842,1.973684211,0,0,3,152,0,0,1891
Sherman|Texas|US,36.27751473,-101.8933156,1224.354732,0.02,2,0,0,1,50,0,0,1901
Rio Grande|Puerto Rico|US,18.346329,-65.813742,405.1266942,0.02020202,2.02020202,0,0,8,396,0,0,1908
Knox|Nebraska|US,42.63758421,-97.89178836,348.0556889,0.020408163,2.040816327,0,0,1,49,0,0,1914
Cayey|Puerto Rico|US,18.102851,-66.14914,338.7435317,0.020661157,2.066115702,0,0,5,242,0,0,1923
Pike|Illinois|US,39.62265059,-90.8877017,77.11586659,0.020833333,2.083333333,0,0,1,48,0,0,1933
Chippewa|Michigan|US,46.29552653,-84.54353449,72.29109213,0.020833333,2.083333333,0,0,1,48,0,0,1933
Carolina|Puerto Rico|US,18.374986,-65.956831,475.7809937,0.020883055,2.088305489,0,0,35,1676,0,0,1936
Coal|Oklahoma|US,34.58840127,-96.29798747,491.355778,0.021276596,2.127659574,0,0,1,47,0,0,1957
Greene|Illinois|US,39.35907414,-90.388865,131.0818105,0.021505376,2.150537634,0,0,2,93,0,0,1965
Newaygo|Michigan|US,43.554374,-85.80070107,502.2458146,0.02166065,2.166064982,0,0,6,277,0,0,1970
Greene|Iowa|US,42.03614551,-94.39658081,416.2916292,0.02173913,2.173913043,0,0,1,46,0,0,1983
Redwood|Minnesota|US,44.40555844,-95.25207021,197.7587343,0.02173913,2.173913043,0,0,1,46,0,0,1983
Pike|Ohio|US,39.07634001,-83.06769584,219.6456863,0.02173913,2.173913043,0,0,2,92,0,0,1983
Toa Alta|Puerto Rico|US,18.362406,-66.246616,537.3585721,0.022556391,2.255639098,0,0,18,798,0,0,2014
Archuleta|Colorado|US,37.19474156,-107.0476867,220.9708461,0.022727273,2.272727273,0,0,1,44,0,0,2023
Wayne|Nebraska|US,42.20934475,-97.11926964,372.9355354,0.022727273,2.272727273,0,0,1,44,0,0,2023
Korea South,35.9078,127.7669,#N/A,0.022817403,2.28174033,0,0,397,17399,0,0,2025
Moultrie|Illinois|US,39.64187451,-88.62099969,358.5959589,0.022900763,2.290076336,0,0,3,131,0,0,2031
Chickasaw|Iowa|US,43.06001295,-92.31773347,402.2458728,0.023255814,2.325581395,0,0,2,86,0,0,2050
Vernon|Wisconsin|US,43.59422667,-90.8324691,175.1995328,0.023255814,2.325581395,0,0,2,86,0,0,2050
Morovis|Puerto Rico|US,18.316963,-66.420383,594.909537,0.023391813,2.339181287,0,0,8,342,0,0,2055
Bayamon|Puerto Rico|US,18.34946,-66.168435,505.9678256,0.0234375,2.34375,0,0,51,2176,0,0,2057
Canovanas|Puerto Rico|US,18.328802,-65.887612,587.6427132,0.023454158,2.345415778,0,0,11,469,0,0,2058
Mayaguez|Puerto Rico|US,18.2013,-67.1452,464.7507858,0.023648649,2.364864865,0,0,14,592,0,0,2064
San Juan|Puerto Rico|US,18.386933,-66.061128,573.4507723,0.023671186,2.367118571,0,0,110,4647,0,0,2067
Watauga|North Carolina|US,36.23103603,-81.70033724,446.802072,0.02393617,2.393617021,0,0,9,376,0,0,2076
Guayama|Puerto Rico|US,18.007516,-66.133908,#N/A,0.024038462,2.403846154,0,0,5,208,0,0,2078
Marion|Arkansas|US,36.26844485,-92.68451899,131.7838744,0.024390244,2.43902439,0,0,1,41,0,0,2097
Hubbard|Minnesota|US,47.10778564,-94.91693868,116.3277651,0.024390244,2.43902439,0,0,1,41,0,0,2097
Warren|Missouri|US,38.76529479,-91.16124662,403.9383994,0.024390244,2.43902439,0,0,7,287,0,0,2097
Morgan|Ohio|US,39.62081738,-81.85308173,117.1767301,0.024390244,2.43902439,0,0,1,41,0,0,2097
Aurora|South Dakota|US,43.71757685,-98.56050467,1344.965467,0.024390244,2.43902439,0,0,1,41,0,0,2097
Gurabo|Puerto Rico|US,18.266461,-65.979705,432.0130486,0.024464832,2.44648318,0,0,8,327,0,0,2099
Adair|Missouri|US,40.19058551,-92.60078167,512.9621592,0.024509804,2.450980392,0,0,5,204,0,0,2100
Nelson|Virginia|US,37.78790447,-78.88498513,214.3335566,0.024691358,2.469135802,0,0,2,81,0,0,2106
Lawrence|Kentucky|US,38.07136018,-82.72882223,208.9181955,0.025,2.5,0,0,1,40,0,0,2122
Cedar|Nebraska|US,42.5988851,-97.25311951,249.9404904,0.025,2.5,0,0,1,40,0,0,2122
Arecibo|Puerto Rico|US,18.406631,-66.675077,245.748652,0.025171625,2.517162471,0,0,11,437,0,0,2125
Union|Kentucky|US,37.66166713,-87.94300009,361.5882067,0.025316456,2.53164557,0,0,2,79,0,0,2127
Ballard|Kentucky|US,37.05842757,-88.99427697,380.3245436,0.025641026,2.564102564,0,0,1,39,0,0,2139
Breathitt|Kentucky|US,37.52333168,-83.31959161,190.023753,0.025641026,2.564102564,0,0,1,39,0,0,2139
Trimble|Kentucky|US,38.61056487,-85.33775972,377.7594145,0.025641026,2.564102564,0,0,1,39,0,0,2139
Barton|Missouri|US,37.50207671,-94.34757022,544.4954909,0.025641026,2.564102564,0,0,2,78,0,0,2139
Grant|South Dakota|US,45.1723937,-96.77002276,255.2467385,0.025641026,2.564102564,0,0,1,39,0,0,2139
Comerio|Puerto Rico|US,18.224687,-66.221622,466.8399268,0.025974026,2.597402597,0,0,4,154,0,0,2143
Leslie|Kentucky|US,37.09246661,-83.37999606,232.86423,0.026315789,2.631578947,0,0,1,38,0,0,2153
Catano|Puerto Rico|US,18.437269,-66.143306,515.2807392,0.026315789,2.631578947,0,0,7,266,0,0,2153
Hatillo|Puerto Rico|US,18.410928,-66.796326,181.1551021,0.026490066,2.649006623,0,0,4,151,0,0,2158
Aibonito|Puerto Rico|US,18.131361,-66.264131,281.8532819,0.026548673,2.654867257,0,0,3,113,0,0,2159
Cumberland|Kentucky|US,36.78926125,-85.39050034,483.8221953,0.026666667,2.666666667,0,0,2,75,0,0,2165
Tillamook|Oregon|US,45.46248721,-123.712066,88.77052818,0.027027027,2.702702703,0,0,1,37,0,0,2170
Arroyo|Puerto Rico|US,17.998457,-66.056546,388.2503193,0.027027027,2.702702703,0,0,3,111,0,0,2170
Naranjito|Puerto Rico|US,18.288019,-66.252703,654.5621999,0.027093596,2.709359606,0,0,11,406,0,0,2172
Silver Bow|Montana|US,45.90018933,-112.6620092,146.0690248,0.027272727,2.727272727,0,0,3,110,0,0,2176
Butler|Nebraska|US,41.22703692,-97.13106306,673.6526946,0.02739726,2.739726027,0,0,2,73,0,0,2180
Yauco|Puerto Rico|US,18.080374,-66.858814,454.2967914,0.02739726,2.739726027,0,0,8,292,0,0,2180
Unassigned|Florida|US, nil, nil,#N/A,0.02754491,2.754491018,0,0,23,835,0,0,2185
Toa Baja|Puerto Rico|US,18.431446,-66.213553,432.9922218,0.028097063,2.809706258,0,0,22,783,0,0,2200
Aguas Buenas|Puerto Rico|US,18.251619,-66.126806,355.9091385,0.028409091,2.840909091,0,0,5,176,0,0,2210
Dorado|Puerto Rico|US,18.436115,-66.278669,592.1655968,0.028436019,2.843601896,0,0,12,422,0,0,2211
Giles|Virginia|US,37.31234791,-80.70636931,125.5980861,0.028571429,2.857142857,0,0,1,35,0,0,2214
Putnam|West Virginia|US,38.50782345,-81.9082131,265.7218778,0.028688525,2.868852459,0,0,7,244,0,0,2219
Jefferson|Iowa|US,41.03192394,-91.94849466,409.9480732,0.029126214,2.912621359,0,0,3,103,0,0,2236
Maries|Missouri|US,38.16193985,-91.92249662,126.4803955,0.029411765,2.941176471,0,0,1,34,0,0,2247
Ransom|North Dakota|US,46.45621782,-97.65742504,498.2752012,0.029411765,2.941176471,0,0,1,34,0,0,2247
Caguas|Puerto Rico|US,18.211615,-66.050779,391.9016327,0.029471545,2.947154472,0,0,29,984,0,0,2249
Faribault|Minnesota|US,43.67381499,-93.94787458,571.3030103,0.02970297,2.97029703,0,0,3,101,0,0,2257
Clay|Tennessee|US,36.55151008,-85.53930419,695.9947472,0.03030303,3.03030303,0,0,3,99,0,0,2273
San Saba|Texas|US,31.1577796,-98.81758731,346.8208092,0.03030303,3.03030303,0,0,1,33,0,0,2273
Humacao|Puerto Rico|US,18.145211,-65.810174,256.5593678,0.030769231,3.076923077,0,0,8,260,0,0,2284
Miller|Georgia|US,31.16568912,-84.73151117,2168.590416,0.030927835,3.092783505,0,0,6,194,0,0,2289
Coos|Oregon|US,43.17406868,-124.0594514,130.2588119,0.030927835,3.092783505,0,0,3,97,0,0,2289
Warren|Illinois|US,40.84925021,-90.6147432,1038.945619,0.030973451,3.097345133,0,0,7,226,0,0,2290
Cabo Rojo|Puerto Rico|US,18.040993,-67.154391,314.2368953,0.031007752,3.100775194,0,0,8,258,0,0,2292
Campbell|Wyoming|US,44.24886082,-105.5474404,248.1603763,0.031055901,3.105590062,0,0,5,161,0,0,2294
Deer Lodge|Montana|US,46.05953325,-113.073353,218.8183807,0.03125,3.125,0,0,1,32,0,0,2300
Dewey|South Dakota|US,45.15639647,-100.8709139,950.4412763,0.03125,3.125,0,0,2,64,0,0,2300
Aguadilla|Puerto Rico|US,18.459681,-67.120815,272.3588574,0.03202847,3.202846975,0,0,9,281,0,0,2311
Marshall|Minnesota|US,48.35825983,-96.37017407,289.2030848,0.032258065,3.225806452,0,0,1,31,0,0,2321
Dawson|Montana|US,47.26584855,-104.8944417,162.5449901,0.032258065,3.225806452,0,0,1,31,0,0,2321
Polk|Nebraska|US,41.18813488,-97.56630712,422.0218684,0.032258065,3.225806452,0,0,1,31,0,0,2321
Cumberland|Virginia|US,37.51328851,-78.24398086,644.3817962,0.032608696,3.260869565,0,0,3,92,0,0,2327
North Slope|Alaska|US,69.31479216,-153.4836093,132.2213181,0.033333333,3.333333333,0,0,1,30,0,0,2343
Conejos|Colorado|US,37.201606,-106.1917488,#N/A,0.033333333,3.333333333,0,0,1,30,0,0,2343
Gibraltar|United Kingdom,36.1408,-5.3536,555.0443739,0.033472803,3.347280335,0,0,8,239,0,0,2344
Monroe|Arkansas|US,34.6815935,-91.20540287,716.3109984,0.033707865,3.370786517,0,0,3,89,0,0,2349
McCreary|Kentucky|US,36.73874143,-84.48102924,162.4978237,0.033898305,3.389830508,0,0,2,59,0,0,2351
Anasco|Puerto Rico|US,18.287985,-67.120611,369.0919654,0.034285714,3.428571429,0,0,6,175,0,0,2361
Jack|Texas|US,33.23377248,-98.17283469,313.3743705,0.034482759,3.448275862,0,0,4,116,0,0,2364
Naguabo|Puerto Rico|US,18.230637,-65.753897,303.1437126,0.034782609,3.47826087,0,0,4,115,0,0,2370
Nagano|Japan,36.132134,138.045528,5.076166908,0.035714286,3.571428571,0,0,6,168,0,0,2388
Woodford|Kentucky|US,38.04178222,-84.7417556,475.0504975,0.035714286,3.571428571,0,0,7,196,0,0,2388
Red Lake|Minnesota|US,47.87197525,-96.09561104,320.5918619,0.035714286,3.571428571,0,0,1,28,0,0,2388
Oregon|Missouri|US,36.68710164,-91.4033755,123.4685155,0.035714286,3.571428571,0,0,1,28,0,0,2388
Foster|North Dakota|US,47.4571084,-98.88279923,373.8317757,0.035714286,3.571428571,0,0,1,28,0,0,2388
Nelson|North Dakota|US,47.9226426,-98.19038437,382.0771101,0.035714286,3.571428571,0,0,1,28,0,0,2388
Pembina|North Dakota|US,48.76623521,-97.5523809,397.0004411,0.035714286,3.571428571,0,0,1,28,0,0,2388
Lancaster|Virginia|US,37.71889653,-76.46400482,273.5074979,0.035714286,3.571428571,0,0,2,56,0,0,2388
Leelanau|Michigan|US,44.94430054,-85.80150326,284.9133771,0.036144578,3.614457831,0,0,3,83,0,0,2392
Cidra|Puerto Rico|US,18.173559,-66.161179,303.5878565,0.036199095,3.619909502,0,0,8,221,0,0,2393
Washburn|Wisconsin|US,45.89838588,-91.79050449,108.1424936,0.036363636,3.636363636,0,0,2,55,0,0,2396
Howard|Missouri|US,39.1435761,-92.69756691,419.9580042,0.036585366,3.658536585,0,0,3,82,0,0,2401
Vega Alta|Puerto Rico|US,18.409346,-66.33725,413.0059323,0.037333333,3.733333333,0,0,14,375,0,0,2410
Vieques|Puerto Rico|US,18.123276,-65.440971,#N/A,0.0375,3.75,0,0,3,80,0,0,2413
Aguada|Puerto Rico|US,18.360255,-67.175131,231.1780548,0.037837838,3.783783784,0,0,7,185,0,0,2417
Timor-Leste,-8.55,125.56,#N/A,0.038461538,3.846153846,0,0,1,26,0,0,2425
Hickory|Missouri|US,37.94163617,-93.3203037,167.6445935,0.039215686,3.921568627,0,0,2,51,0,0,2435
Van Buren|Tennessee|US,35.69864497,-85.45221699,476.8392371,0.039215686,3.921568627,0,0,2,51,0,0,2435
Lares|Puerto Rico|US,18.269035,-66.867236,393.4575489,0.04,4,0,0,9,225,0,0,2447
Brule|South Dakota|US,43.71756379,-99.08118954,736.2658108,0.04,4,0,0,2,50,0,0,2447
Owen|Kentucky|US,38.51679143,-84.82404619,385.2857536,0.040540541,4.054054054,0,0,3,74,0,0,2449
Marion|Illinois|US,38.64963204,-88.91899208,335.9763473,0.040723982,4.07239819,0,0,9,221,0,0,2450
Adams|Idaho|US,44.89333571,-116.4545247,419.1895668,0.041666667,4.166666667,0,0,1,24,0,0,2465
Bottineau|North Dakota|US,48.79106111,-100.8378166,159.1849729,0.041666667,4.166666667,0,0,1,24,0,0,2465
Sawyer|Wisconsin|US,45.87931905,-91.14504927,187.2206788,0.042857143,4.285714286,0,0,6,140,0,0,2473
Calhoun|Arkansas|US,33.55598792,-92.49974403,231.2584313,0.043478261,4.347826087,0,0,1,23,0,0,2481
Mitchell|Iowa|US,43.35638371,-92.78887719,717.9293406,0.043478261,4.347826087,0,0,4,92,0,0,2481
Lipscomb|Texas|US,36.27783108,-100.2733151,463.9653573,0.043478261,4.347826087,0,0,1,23,0,0,2481
Sublette|Wyoming|US,42.76558279,-109.9130922,325.5009663,0.043478261,4.347826087,0,0,2,46,0,0,2481
Turner|South Dakota|US,43.3109081,-97.14865776,500.9541985,0.044117647,4.411764706,0,0,3,68,0,0,2483
Todd|Kentucky|US,36.8381152,-87.17878374,252.155523,0.044444444,4.444444444,0,0,2,45,0,0,2488
Norman|Minnesota|US,47.32628443,-96.45620947,517.6470588,0.044444444,4.444444444,0,0,2,45,0,0,2488
Atchison|Missouri|US,40.43238737,-95.42970639,213.8829477,0.045454545,4.545454545,0,0,1,22,0,0,2498
Pierce|North Dakota|US,48.24977025,-99.96407787,201.2578616,0.045454545,4.545454545,0,0,1,22,0,0,2498
Salinas|Puerto Rico|US,18.010387,-66.256592,#N/A,0.046428571,4.642857143,0,0,13,280,0,0,2508
Baxter|Arkansas|US,36.28784385,-92.33782872,145.473624,0.046728972,4.672897196,0,0,5,107,0,0,2511
Ketchikan Gateway|Alaska|US,55.57445008,-130.975561,244.5867204,0.047619048,4.761904762,0,0,2,42,0,0,2519
Rio Blanco|Colorado|US,39.97913541,-108.2179009,94.87666034,0.047619048,4.761904762,0,0,1,21,0,0,2519
Custer|Oklahoma|US,35.63853802,-99.00170785,596.4900183,0.048148148,4.814814815,0,0,13,270,0,0,2522
Camuy|Puerto Rico|US,18.418578,-66.860206,273.0453085,0.048648649,4.864864865,0,0,9,185,0,0,2527
Lexington|Virginia|US,37.78258621,-79.44262866,376.0408273,0.048780488,4.87804878,0,0,2,41,0,0,2528
Juncos|Puerto Rico|US,18.223793,-65.909109,233.3085133,0.049019608,4.901960784,0,0,10,204,0,0,2532
York|Nebraska|US,40.87272618,-97.59710186,489.8018861,0.04950495,4.95049505,0,0,5,101,0,0,2533
Meigs|Ohio|US,39.09224872,-82.0305041,100.4059894,0.050632911,5.063291139,0,0,4,79,0,0,2541
Hormigueros|Puerto Rico|US,18.134532,-67.113972,457.9710145,0.050847458,5.084745763,0,0,6,118,0,0,2544
Marshall|Illinois|US,41.0327901,-89.34510444,157.3701696,0.051282051,5.128205128,0,0,2,39,0,0,2549
Dunn|North Dakota|US,47.35423935,-102.6160468,610.3074141,0.051282051,5.128205128,0,0,2,39,0,0,2549
Luquillo|Puerto Rico|US,18.342114,-65.725097,#N/A,0.051612903,5.161290323,0,0,8,155,0,0,2552
Pendleton|Kentucky|US,38.69607718,-84.35599463,226.1823167,0.051724138,5.172413793,0,0,3,58,0,0,2554
Mississippi|Missouri|US,36.82516239,-89.29505753,978.7556904,0.051886792,5.188679245,0,0,11,212,0,0,2555
Dominica,15.415,-61.371,25.00312539,0.052631579,5.263157895,0,0,1,19,0,0,2562
Mineral|Colorado|US,37.66954283,-106.9281698,2340.702211,0.052631579,5.263157895,0,0,1,19,0,0,2562
Edgar|Illinois|US,39.6809186,-87.74759563,145.6791562,0.052631579,5.263157895,0,0,3,57,0,0,2562
Knox|Missouri|US,40.12699751,-92.14780832,227.3301339,0.052631579,5.263157895,0,0,2,38,0,0,2562
Box Butte|Nebraska|US,42.22079243,-103.0878834,92.73856997,0.052631579,5.263157895,0,0,1,19,0,0,2562
Bon Homme|South Dakota|US,42.98914167,-97.88592746,188.3784959,0.052631579,5.263157895,0,0,2,38,0,0,2562
Vermillion|Indiana|US,39.8523352,-87.46160542,167.7635824,0.053333333,5.333333333,0,0,4,75,0,0,2564
Mercer|North Dakota|US,47.31213126,-101.8318399,244.2897276,0.054054054,5.405405405,0,0,2,37,0,0,2565
Sabana Grande|Puerto Rico|US,18.08282,-66.943758,411.6366515,0.054421769,5.442176871,0,0,8,147,0,0,2567
Phelps|Missouri|US,37.87736118,-91.79351727,154.8022345,0.055172414,5.517241379,0,0,8,145,0,0,2571
White|Illinois|US,38.08706198,-88.17657461,406.2938613,0.055555556,5.555555556,0,0,6,108,0,0,2576
Ida|Iowa|US,42.38696136,-95.51355387,422.7405248,0.055555556,5.555555556,0,0,2,36,0,0,2576
Valley|Nebraska|US,41.56730777,-98.98197724,216.4502165,0.055555556,5.555555556,0,0,1,18,0,0,2576
LaMoure|North Dakota|US,46.45681054,-98.53542355,346.0207612,0.055555556,5.555555556,0,0,1,18,0,0,2576
