LOCATION,latitude,longitude,incidence,RISK,100,cfr,Z,NEW CASES,TOTAL CASES,NEW DEATHS,TOTAL DEATHS,rank
Choctaw|Mississippi|US,33.34598242,-89.24809382,1461.632156,0.013422819,1.342281879,2.684563758,2,2,149,0,4,1426
Wasatch|Utah|US,40.33110236,-111.1691419,1534.129242,0.003273322,0.327332242,0.654664484,2,2,611,0,4,210
Monroe|Kentucky|US,36.71225341,-85.71596443,807.5117371,0.009009009,0.900900901,1.801801802,2,1,111,0,2,948
Orange|Texas|US,30.11879481,-93.89412775,1197.89918,0.009302326,0.930232558,1.860465116,2,16,1720,1,32,976
Lamar|Texas|US,33.66981763,-95.57404777,1213.42185,0.012771392,1.277139208,2.554278416,2,10,783,0,20,1350
Sri Lanka,7.8731,80.7718,#N/A,0.002035969,0.203596878,0.407193756,2,6,2947,1,12,103
Union|Oregon|US,45.30915495,-118.0068979,1438.419974,0.00245098,0.245098039,0.490196078,2,1,408,0,2,144
Wayne|Tennessee|US,35.23868267,-87.78644456,1181.551011,0.003952569,0.395256917,0.790513834,2,1,253,0,2,282
Marion|West Virginia|US,39.50984542,-80.24244659,301.3982023,0.004830918,0.483091787,0.966183575,2,1,207,0,2,399
Cocke|Tennessee|US,35.9278914,-83.11828725,966.5592712,0.005076142,0.507614213,1.015228426,2,3,591,0,6,426
Lawrence|Tennessee|US,35.21675201,-87.39787695,953.7402021,0.005763689,0.576368876,1.152737752,2,4,694,0,8,525
Josephine|Oregon|US,42.3665549,-123.5561938,112.0166425,0.006666667,0.666666667,1.333333333,2,1,150,0,2,650
Hopkins|Texas|US,33.14875072,-95.56351139,428.756337,0.008547009,0.854700855,1.709401709,2,2,234,1,4,896
Schley|Georgia|US,32.2654021,-84.31258912,894.0460339,0.011111111,1.111111111,2.222222222,2,1,90,0,2,1184
Howard|Texas|US,32.30621324,-101.4356444,406.3931922,0.016129032,1.612903226,3.225806452,2,4,248,0,8,1659
Whitley|Indiana|US,41.13863784,-85.50791236,415.1454481,0.016216216,1.621621622,3.243243243,2,3,185,0,6,1665
Dickinson|Michigan|US,46.00999672,-87.86961634,174.333373,0.016393443,1.639344262,3.278688525,2,1,61,0,2,1684
Alcona|Michigan|US,44.6846864,-83.59507875,269.1013936,0.033333333,3.333333333,6.666666667,2,1,30,0,2,2343
Umatilla|Oregon|US,45.59073056,-118.7353826,2440.025657,0.006324111,0.632411067,1.264822134,2,16,2530,0,32,588
Coleman|Texas|US,31.76736834,-99.45240766,134.5565749,0.022727273,2.272727273,4.545454545,2,1,44,0,2,2023
Fayette|Pennsylvania|US,39.92041012,-79.64291195,280.7989232,0.004573171,0.457317073,0.914634146,2,3,656,0,6,365
Marshall|Kentucky|US,36.8800707,-88.32803576,369.7749196,0.005747126,0.574712644,1.149425287,2,1,174,0,2,521
Moniteau|Missouri|US,38.63571781,-92.57976951,657.0790974,0.005747126,0.574712644,1.149425287,2,1,174,0,2,521
Nevada|Arkansas|US,33.66340119,-93.30632432,1551.139118,0.032051282,3.205128205,6.41025641,2,5,156,1,10,2312
Monroe|Florida|US,25.20904673,-81.07812416,1657.056636,0.004132231,0.41322314,0.826446281,2,7,1694,0,14,307
Rio Grande|Colorado|US,37.5836865,-106.3847838,772.1665039,0.010638298,1.063829787,2.127659574,2,1,94,0,2,1117
Van Buren|Arkansas|US,35.58095779,-92.51295036,302.2061046,0.013333333,1.333333333,2.666666667,2,1,75,0,2,1414
Parke|Indiana|US,39.77202286,-87.20375833,259.7862668,0.013333333,1.333333333,2.666666667,2,1,75,0,2,1414
Gage|Nebraska|US,40.26186809,-96.68946704,362.5714684,0.017857143,1.785714286,3.571428571,2,2,112,0,4,1786
Kendall|Texas|US,29.94414155,-98.7113588,305.7072379,0.010362694,1.03626943,2.07253886,2,2,193,0,4,1091
Dimmit|Texas|US,28.42270064,-99.75645095,1195.179771,0.011695906,1.169590643,2.339181287,2,2,171,0,4,1245
Wayne|Illinois|US,38.42955355,-88.42586459,215.849522,0.011764706,1.176470588,2.352941176,2,1,85,0,2,1252
Jackson|Michigan|US,42.24807035,-84.42258681,420.1627658,0.023407022,2.340702211,4.681404421,2,18,769,0,36,2056
Washington|Vermont|US,44.27343241,-72.61604978,80.46705131,0.016666667,1.666666667,3.333333333,2,1,60,0,2,1709
Nolan|Texas|US,32.30365282,-100.4060208,863.1235558,0.013793103,1.379310345,2.75862069,2,2,145,0,4,1458
Hill|Montana|US,48.62879827,-110.1129252,260.8590148,0.018867925,1.886792453,3.773584906,2,1,53,0,2,1847
Oglethorpe|Georgia|US,33.8786296,-83.08278123,1159.971165,0.015267176,1.526717557,3.053435115,2,4,262,0,8,1584
Humboldt|Iowa|US,42.7764426,-94.20722537,899.7698263,0.010204082,1.020408163,2.040816327,2,1,98,0,2,1075
Bosque|Texas|US,31.89978581,-97.63613524,599.4112925,0.010204082,1.020408163,2.040816327,2,2,196,0,4,1075
Blackford|Indiana|US,40.47388153,-85.32499702,433.7472359,0.014285714,1.428571429,2.857142857,2,1,70,0,2,1510
Spotsylvania|Virginia|US,38.18574462,-77.655399,947.7663987,0.010644589,1.0644589,2.1289178,2,18,1691,1,36,1119
Fountain|Indiana|US,40.12361933,-87.24217689,367.0622782,0.012345679,1.234567901,2.469135802,2,1,81,0,2,1310
Metcalfe|Kentucky|US,36.99459295,-85.63123699,417.0390229,0.012987013,1.298701299,2.597402597,2,1,77,0,2,1375
Addison|Vermont|US,44.03217337,-73.14130877,193.0554423,0.012987013,1.298701299,2.597402597,2,1,77,0,2,1375
Warren|North Carolina|US,36.39728256,-78.10652228,1191.019208,0.010676157,1.067615658,2.135231317,2,3,281,0,6,1121
Pima|Arizona|US,32.0971334,-111.7890033,1516.692305,0.013352245,1.335224494,2.694903649,2.018315018,273,20446,17,551,1415
Multnomah|Oregon|US,45.54747959,-122.4169351,524.0787102,0.009648026,0.964802573,1.94747186,2.018518519,54,5597,1,109,1015
San Mateo|California|US,37.4228808,-122.3275546,#N/A,0.008360982,0.836098208,1.698739217,2.031746032,63,7535,0,128,877
Lviv Oblast|Ukraine,49.8397,24.0297,371.8842944,0.013266487,1.326648669,2.699575781,2.034883721,172,12965,3,350,1403
Penza Oblast|Russia,53.1655415,44.7879181,484.5098768,0.006587615,0.658761528,1.343873518,2.04,50,7590,1,102,636
Johnston|North Carolina|US,35.51745004,-78.36622717,1382.924348,0.006737788,0.673778776,1.375631668,2.041666667,24,3562,1,49,661
Osceola|Florida|US,28.06312234,-81.14882926,2203.853084,0.0058047,0.580469993,1.189027245,2.048387097,62,10681,2,127,528
Khakassia Republic|Russia,53.72258845,91.44293627,524.2663898,0.005840762,0.584076237,1.198893329,2.052631579,19,3253,0,39,531
Liberty|Texas|US,30.15152688,-94.81205615,923.8372686,0.014763015,1.476301476,3.03030303,2.052631579,19,1287,0,39,1544
Victoria|Australia,-37.8136,144.9631,159.5348346,0.011080029,1.108002852,2.276342494,2.054455446,202,18231,17,415,1177
El Paso|Colorado|US,38.83240149,-104.5251411,608.1318373,0.012818262,1.281826163,2.633889377,2.054794521,73,5695,3,150,1354
Chuvashia Republic|Russia,55.4259922,47.0849429,543.7338612,0.004411175,0.441117498,0.908969389,2.060606061,33,7481,0,68,343
Douglas|Nebraska|US,41.29518299,-96.15085305,1759.062673,0.005648819,0.564881852,1.177500199,2.084507042,71,12569,0,148,510
Oldham|Kentucky|US,38.39791089,-85.448222,793.4250513,0.01345895,1.34589502,2.826379542,2.1,10,743,1,21,1431
Clark|Nevada|US,36.21458855,-115.0130241,1773.182778,0.008730584,0.873058382,1.833601143,2.100204499,489,56010,12,1027,910
Richland|South Carolina|US,34.01791263,-80.90267209,1832.070983,0.008920426,0.892042575,1.875316776,2.102272727,88,9865,2,185,933
Brevard|Florida|US,28.29409504,-80.73091022,885.9657575,0.013354623,1.335462331,2.830599506,2.119565217,92,6889,1,195,1417
Putnam|Ohio|US,41.02094889,-84.1336111,534.5382594,0.03125,3.125,6.640625,2.125,8,256,0,17,2300
Rutherford|North Carolina|US,35.40114178,-81.92112099,923.4808814,0.009142857,0.914285714,1.942857143,2.125,8,875,0,17,961
Sandusky|Ohio|US,41.35624126,-83.137872,509.2450186,0.016771488,1.677148847,3.5639413,2.125,8,477,0,17,1717
Smith|Texas|US,32.37474036,-95.2717568,967.1279608,0.007723304,0.772330423,1.645399597,2.130434783,23,2978,3,49,788
Washington|Maryland|US,39.60835778,-77.82002295,619.6664658,0.012427506,1.242750621,2.651201326,2.133333333,15,1207,0,32,1321
Laurens|Georgia|US,32.46325233,-82.92221316,1407.058428,0.012376238,1.237623762,2.640264026,2.133333333,15,1212,5,32,1311
Sao Paulo|Brazil,-23.5505,-46.6333,1152.040409,0.017729872,1.772987171,3.789419735,2.13730804,13284,749244,237,28392,1777
Luxembourg,49.8153,6.1296,1056.90953,0.007472301,0.747230095,1.597526411,2.137931034,58,7762,0,124,745
Jefferson|Arkansas|US,34.26767081,-91.92619839,1900.514785,0.010632642,1.063264221,2.286018075,2.15,20,1881,0,43,1114
Murmansk Oblast|Russia,68.0000418,33.9999151,#N/A,0.005312194,0.531219353,1.14416476,2.153846154,65,12236,7,140,464
DeKalb|Georgia|US,33.76944049,-84.22396017,1569.346382,0.00813367,0.813366961,1.752837327,2.15503876,129,15860,6,278,846
Sumner|Tennessee|US,36.46824103,-86.45917204,1591.359399,0.009880395,0.988039522,2.132085283,2.157894737,38,3846,1,82,1040
Zakarpattia Oblast|Ukraine,48.6208,22.2879,404.0413685,0.016557734,1.65577342,3.572984749,2.157894737,114,6885,3,246,1697
Fairfield|South Carolina|US,34.39287073,-81.1195624,2313.509643,0.019607843,1.960784314,4.248366013,2.166666667,12,612,0,26,1882
Sarpy|Nebraska|US,41.11314181,-96.11156432,1024.594543,0.002279635,0.227963526,0.493920973,2.166666667,6,2632,0,13,127
Southampton|Virginia|US,36.72231125,-77.10642712,1298.848619,0.018404908,1.840490798,3.987730061,2.166666667,6,326,0,13,1815
Poland,51.9194,19.1451,118.9829312,0.014710449,1.471044932,3.188898514,2.167777778,900,61181,13,1951,1543
Mari El Republic|Russia,56.5767504,47.8817512,549.8781387,0.004134241,0.413424125,0.899805447,2.176470588,17,4112,1,37,310
Marion|Mississippi|US,31.23132643,-89.8209217,2315.549587,0.014666667,1.466666667,3.2,2.181818182,11,750,0,24,1541
Cass|Illinois|US,39.96991073,-90.24734436,1555.939738,0.017667845,1.766784452,3.886925795,2.2,5,283,0,11,1771
Wise|Texas|US,33.21570665,-97.65460265,432.9561043,0.008278146,0.82781457,1.821192053,2.2,5,604,0,11,867
Centre|Pennsylvania|US,40.92058903,-77.82200624,217.3846106,0.012048193,1.204819277,2.65060241,2.2,5,415,0,11,1287
Kay|Oklahoma|US,36.81799745,-97.14421435,470.8530479,0.017482517,1.748251748,3.846153846,2.2,5,286,0,11,1756
Randolph|Alabama|US,33.29526734,-85.45708831,1663.585952,0.011627907,1.162790698,2.558139535,2.2,5,430,0,11,1237
Rondonia|Brazil,-11.5057,-63.5806,2161.065706,0.009432297,0.943229728,2.080596137,2.205821206,481,50995,11,1061,988
Tulare|California|US,36.22026558,-118.8020203,1982.217742,0.00724251,0.724250972,1.600975833,2.210526316,95,13117,2,210,717
Cabarrus|North Carolina|US,35.3877799,-80.55267168,1069.97824,0.007852509,0.785250939,1.741208604,2.217391304,23,2929,0,51,809
Cerro Gordo|Iowa|US,43.08177563,-93.2612239,1335.689046,0.012693935,1.269393512,2.820874471,2.222222222,9,709,0,20,1345
Victoria|Texas|US,28.79780988,-96.96813006,3388.210764,0.008351293,0.83512931,1.858836207,2.225806452,31,3712,2,69,874
Simpson|Mississippi|US,31.91282117,-89.91716179,2569.585115,0.019036954,1.903695409,4.255319149,2.235294118,17,893,0,38,1854
Charleston|South Carolina|US,32.82487866,-79.96512315,2736.955708,0.007618617,0.761861658,1.70475975,2.237623762,101,13257,5,226,760
Dominican Republic,18.7357,-70.1627,626.0656436,0.007663343,0.766334294,1.715970451,2.239193084,694,90561,21,1554,771
Phillips|Arkansas|US,34.43268455,-90.84800154,1490.271061,0.010695187,1.069518717,2.406417112,2.25,4,374,0,9,1124
Jackson|Mississippi|US,30.54020656,-88.64184064,1267.259447,0.008823529,0.882352941,1.985294118,2.25,24,2720,1,54,916
Tunica|Mississippi|US,34.64967704,-90.37481167,2325.581395,0.009501188,0.950118765,2.137767221,2.25,4,421,0,9,1000
Benton|Arkansas|US,36.33644656,-94.25680817,1579.13026,0.003947888,0.394788788,0.888274773,2.25,20,5066,1,45,281
Anderson|Texas|US,31.81534745,-95.65354823,3765.480211,0.003298969,0.329896907,0.742268041,2.25,8,2425,0,18,215
Cass|Indiana|US,40.76135835,-86.34830753,4616.731672,0.002176279,0.217627856,0.489662677,2.25,4,1838,0,9,115
Perry|Mississippi|US,31.17161885,-88.99281835,1712.185751,0.014234875,1.423487544,3.202846975,2.25,4,281,0,9,1502
Clark|Washington|US,45.77568046,-122.4829204,288.9966226,0.011214042,1.121404193,2.53534861,2.260869565,23,2051,0,52,1193
Darlington|South Carolina|US,34.33358335,-79.96027485,1492.089225,0.01237785,1.237785016,2.801302932,2.263157895,19,1535,0,43,1312
San Diego|California|US,33.03484597,-116.7365326,859.3518316,0.008038008,0.80380079,1.823053338,2.268041237,291,36203,8,660,837
Irkutsk Oblast|Russia,56.6370122,104.719221,552.4510283,0.006527415,0.652741514,1.485764018,2.276190476,105,16086,0,239,623
Kankakee|Illinois|US,41.13746989,-87.86205334,1495.512552,0.01536936,1.536936044,3.520079326,2.290322581,31,2017,0,71,1588
Pulaski|Arkansas|US,34.77054088,-92.31355101,1187.514512,0.006330091,0.633009109,1.451289177,2.292682927,41,6477,3,94,591
Madison|Alabama|US,34.76327133,-86.55069633,1249.098305,0.00289214,0.289214018,0.663490983,2.294117647,17,5878,1,39,171
Fairfield|Ohio|US,39.75107189,-82.63088163,746.9506391,0.010773131,1.077313054,2.47148289,2.294117647,17,1578,2,39,1137
Jim Wells|Texas|US,27.73103938,-98.0904705,1415.443901,0.010917031,1.091703057,2.510917031,2.3,10,916,2,23,1152
Warrick|Indiana|US,38.08922676,-87.2716085,727.0072066,0.019033675,1.903367496,4.39238653,2.307692308,13,683,0,30,1853
Forrest|Mississippi|US,31.18961454,-89.25832496,2056.157122,0.012987013,1.298701299,2.997002997,2.307692308,26,2002,1,60,1375
Maule|Chile,-35.5183,-71.6885,855.8304225,0.009516837,0.951683748,2.20534407,2.317307692,104,10928,6,241,1002
Anoka|Minnesota|US,45.27476015,-93.24604565,893.7552007,0.011684973,1.168497312,2.710913765,2.32,50,4279,0,116,1243
Jackson|North Carolina|US,35.28814273,-83.14093385,869.4068915,0.006410256,0.641025641,1.495726496,2.333333333,3,468,0,7,608
Dawson|Texas|US,32.74255572,-101.9477242,1044.940289,0.016042781,1.604278075,3.743315508,2.333333333,3,187,0,7,1650
Liberty|Florida|US,30.23766008,-84.8829258,4261.43165,0.007211538,0.721153846,1.682692308,2.333333333,3,416,0,7,714
Kherson Oblast|Ukraine,46.6354,32.6169,21.58744844,0.009036145,0.903614458,2.108433735,2.333333333,3,332,0,7,951
Montenegro,42.7087,19.3744,#N/A,0.008346858,0.834685834,1.947600278,2.333333333,36,4313,2,84,871
Parmer|Texas|US,34.52993409,-102.7844668,3175.429464,0.008064516,0.806451613,1.88172043,2.333333333,3,372,0,7,839
Limestone|Alabama|US,34.81185586,-86.98310072,1129.252388,0.003942181,0.394218134,0.919842313,2.333333333,6,1522,0,14,280
Wilkinson|Mississippi|US,31.16078225,-91.31018819,2004.634994,0.023715415,2.371541502,5.533596838,2.333333333,6,253,0,14,2068
Burke|Georgia|US,33.05917989,-81.99928721,1697.717017,0.004885993,0.488599349,1.140065147,2.333333333,3,614,0,7,404
Simpson|Kentucky|US,36.74058474,-86.58047435,721.516261,0.015957447,1.595744681,3.723404255,2.333333333,3,188,0,7,1644
Calhoun|Georgia|US,31.53169785,-84.62725131,2989.174342,0.013392857,1.339285714,3.125,2.333333333,3,224,0,7,1422
Sharkey|Mississippi|US,32.88149103,-90.8159538,3147.419579,0.012875536,1.287553648,3.004291845,2.333333333,3,233,0,7,1360
Camp|Texas|US,32.97195142,-94.97790104,1519.780052,0.010989011,1.098901099,2.564102564,2.333333333,3,273,0,7,1165
Yolo|California|US,38.68278902,-121.9018288,677.5510204,0.009157509,0.915750916,2.152014652,2.35,20,2184,0,47,963
Komi Republic|Russia,63.9881421,54.3326073,625.421437,0.005243089,0.524308866,1.2392755,2.363636364,33,6294,1,78,457
Rostov Oblast|Russia,47.6222451,40.7957942,303.4746041,0.00818476,0.818475985,1.941501174,2.372093023,129,15761,5,306,855
York|Pennsylvania|US,39.9210089,-76.73040131,499.4900436,0.015554115,1.555411536,3.694102398,2.375,48,3086,2,114,1605
Deaf Smith|Texas|US,34.96522957,-102.6054267,3046.479025,0.01038961,1.038961039,2.467532468,2.375,8,770,0,19,1094
Gujarat|India,22.694884,71.590923,94.38349106,0.014171626,1.417162635,3.368684447,2.377062706,1212,85523,14,2881,1496
Harnett|North Carolina|US,35.36731853,-78.87243571,789.8452668,0.012096774,1.209677419,2.889784946,2.388888889,18,1488,1,43,1291
Gregg|Texas|US,32.47940482,-94.81591935,1024.648029,0.01017524,1.017524025,2.430751837,2.388888889,18,1769,0,43,1071
Clackamas|Oregon|US,45.18787398,-122.2179634,320.1916846,0.012834821,1.283482143,3.069196429,2.391304348,23,1792,0,55,1356
Osage|Oklahoma|US,36.62888819,-96.39635704,736.7502076,0.008417508,0.841750842,2.02020202,2.4,5,594,0,12,882
Sevier|Arkansas|US,33.99780401,-94.2424869,5450.696772,0.00448833,0.448833034,1.077199282,2.4,5,1114,0,12,360
Craven|North Carolina|US,35.11833364,-77.08398081,607.0159293,0.011534025,1.153402537,2.76816609,2.4,10,867,1,24,1225
Tyva Republic|Russia,51.4017149,93.8582593,1889.83035,0.003779861,0.37798609,0.907166616,2.4,25,6614,0,60,264
Humphreys|Mississippi|US,33.12825718,-90.52252707,3187.003968,0.015337423,1.533742331,3.680981595,2.4,5,326,0,12,1587
Sarasota|Florida|US,27.18546175,-82.33174248,1254.893462,0.010744986,1.074498567,2.578796562,2.4,75,6980,0,180,1130
Kenton|Kentucky|US,38.93950319,-84.53241199,749.7095774,0.010519802,1.051980198,2.537128713,2.411764706,17,1616,0,41,1103
Erie|Pennsylvania|US,41.99253829,-80.03301954,335.5231937,0.009353079,0.935307872,2.260327358,2.416666667,12,1283,1,29,986
Marion|South Carolina|US,34.07859748,-79.36400756,1624.425091,0.011075949,1.107594937,2.689873418,2.428571429,7,632,0,17,1176
Hampton|South Carolina|US,32.77419582,-81.13845571,1607.533035,0.013806706,1.380670611,3.353057199,2.428571429,7,507,0,17,1461
Austria,47.5162,14.5501,232.6678806,0.011970314,1.197031362,2.920756524,2.44,300,25062,2,732,1277
Samara Oblast|Russia,53.2128813,50.8914633,212.8376453,0.006374299,0.637429883,1.555328914,2.44,50,7844,0,122,599
Autauga|Alabama|US,32.53952745,-86.64408227,1723.675026,0.007120253,0.712025316,1.740506329,2.444444444,9,1264,0,22,701
Covington|Alabama|US,31.2477854,-86.45050893,1778.725472,0.011015912,1.101591187,2.692778458,2.444444444,9,817,0,22,1167
Westmoreland|Pennsylvania|US,40.3137798,-79.46615476,#N/A,0.011655012,1.165501166,2.855477855,2.45,20,1716,0,49,1240
Miami-Dade|Florida|US,25.6112362,-80.55170587,4266.417367,0.006011348,0.601134816,1.480021691,2.462046205,909,151214,19,2238,552
Harford|Maryland|US,39.55010644,-76.3077594,671.7793933,0.012253829,1.225382932,3.019693654,2.464285714,28,2285,0,69,1303
Dubuque|Iowa|US,42.46815349,-90.88181925,1492.123193,0.007372301,0.737230121,1.843075303,2.5,14,1899,0,35,737
Union|Mississippi|US,34.49162015,-89.00776006,1620.683672,0.009744214,0.974421437,2.436053593,2.5,8,821,1,20,1026
Dorchester|Maryland|US,38.45413522,-76.02752426,1021.015378,0.004683841,0.468384075,1.170960187,2.5,2,427,0,5,380
Androscoggin|Maine|US,44.1664747,-70.20380627,505.1857735,0.006779661,0.677966102,1.694915254,2.5,4,590,0,10,668
Escambia|Alabama|US,31.1256789,-87.15918694,2481.369257,0.006843456,0.684345595,1.710863986,2.5,8,1169,0,20,673
Tuscarawas|Ohio|US,40.44214695,-81.47226262,793.5903986,0.007246377,0.724637681,1.811594203,2.5,6,828,0,15,722
Reeves|Texas|US,31.32323325,-103.6903896,801.2018027,0.01242236,1.242236025,3.105590062,2.5,2,161,0,5,1320
Sevastopol*|Ukraine,44.6054,33.522,77.38977598,0.013157895,1.315789474,3.289473684,2.5,6,456,0,15,1391
Grant|West Virginia|US,39.10314817,-79.19440518,570.5394191,0.015037594,1.503759398,3.759398496,2.5,2,133,0,5,1563
Madison|Nebraska|US,41.91676024,-97.6005481,1159.577196,0.003690037,0.36900369,0.922509225,2.5,2,542,0,5,255
Franklin|Washington|US,46.53351425,-118.9018212,3371.069711,0.005751634,0.575163399,1.437908497,2.5,22,3825,0,55,522
Wakayama|Japan,33.911879,135.505446,15.35246337,0.008888889,0.888888889,2.222222222,2.5,2,225,0,5,929
Mercer|West Virginia|US,37.40481169,-81.11023142,214.4388849,0.029411765,2.941176471,7.352941176,2.5,8,272,0,20,2247
Martin|Texas|US,32.30600051,-101.9513518,762.4328539,0.028571429,2.857142857,7.142857143,2.5,2,70,0,5,2214
Russell|Kentucky|US,36.99308373,-85.06070117,518.8863472,0.013333333,1.333333333,3.333333333,2.5,2,150,0,5,1414
Heard|Georgia|US,33.29686567,-85.12886832,1065.168162,0.012578616,1.257861635,3.144654088,2.5,2,159,0,5,1336
Fannin|Texas|US,33.59564294,-96.10751083,594.1318916,0.010309278,1.030927835,2.577319588,2.5,4,388,0,10,1085
Abbeville|South Carolina|US,34.22333378,-82.46170658,1161.984751,0.01038961,1.038961039,2.597402597,2.5,4,385,0,10,1094
Escambia|Florida|US,30.67652764,-87.37284571,2386.936252,0.006324405,0.632440476,1.590401786,2.514705882,68,10752,0,171,589
Cuba,21.5218,-77.7812,#N/A,0.009676528,0.967652751,2.460602709,2.542857143,35,3617,0,89,1018
Boulder|Colorado|US,40.09313619,-105.3546767,564.078039,0.013995485,1.399548533,3.566591422,2.548387097,31,2215,1,79,1476
Thomas|Georgia|US,30.86392347,-83.91847289,2051.697375,0.013605442,1.360544218,3.476946334,2.555555556,18,1323,0,46,1443
Hernando|Florida|US,28.55364461,-82.42700204,833.8490099,0.011143211,1.11432109,2.847709451,2.555555556,27,2423,0,69,1188
Darke|Ohio|US,40.13412966,-84.6194517,602.5864262,0.022727273,2.272727273,5.871212121,2.583333333,12,528,0,31,2023
Orel Oblast|Russia,52.9685433,36.0692477,#N/A,0.005877034,0.587703436,1.522001206,2.58974359,39,6636,0,101,539
Seminole|Florida|US,28.7158582,-81.24060348,1360.459152,0.008015514,0.80155139,2.081447964,2.596774194,62,7735,1,161,832
Mercer|Pennsylvania|US,41.30248872,-80.25816981,290.6126627,0.00965251,0.965250965,2.50965251,2.6,5,518,1,13,1016
Culpeper|Virginia|US,38.48199985,-77.9563087,1783.100466,0.004694836,0.469483568,1.220657277,2.6,5,1065,0,13,382
Clinton|Michigan|US,42.94400871,-84.60145248,498.7750487,0.011185682,1.118568233,2.908277405,2.6,5,447,0,13,1192
Bay|Michigan|US,43.70639106,-83.98731479,519.7525357,0.019633508,1.963350785,5.104712042,2.6,15,764,3,39,1883
Milwaukee|Wisconsin|US,43.00486062,-87.96733172,2016.334541,0.007950225,0.795022468,2.069650881,2.60326087,184,23144,4,479,825
Coahuila|Mexico,27.0587,-101.7068,382.6987125,0.023845764,2.384576357,6.230339929,2.612765957,470,19710,16,1228,2072
Omsk Oblast|Russia,56.0935263,73.5099936,#N/A,0.006368715,0.636871508,1.675977654,2.631578947,57,8950,5,150,596
Shiawassee|Michigan|US,42.953928,-84.14585902,462.4056839,0.029100529,2.91005291,7.671957672,2.636363636,11,378,0,29,2235
Leningrad Oblast|Russia,60.1853296,32.3925325,321.8077247,0.004280691,0.428069103,1.131325485,2.642857143,28,6541,4,74,321
Douglas|Georgia|US,33.70291126,-84.77026156,1505.367527,0.007628524,0.762852405,2.023217247,2.652173913,23,3015,1,61,761
Racine|Wisconsin|US,42.74753117,-88.05941254,1557.732374,0.008363826,0.836382645,2.221641401,2.65625,32,3826,0,85,878
Buckingham|Virginia|US,37.57242268,-78.52518834,3452.297644,0.004731861,0.47318612,1.261829653,2.666666667,3,634,0,8,385
Blair|Pennsylvania|US,40.47961444,-78.34917412,164.9853483,0.007633588,0.763358779,2.03562341,2.666666667,3,393,0,8,765
Mayes|Oklahoma|US,36.30179091,-95.23175116,656.9343066,0.007772021,0.777202073,2.07253886,2.666666667,3,386,0,8,796
Calhoun|Florida|US,30.40666734,-85.19394153,1970.932294,0.005617978,0.561797753,1.498127341,2.666666667,3,534,0,8,508
Bacon|Georgia|US,31.55456473,-82.45936528,3573.987818,0.00617284,0.617283951,1.646090535,2.666666667,3,486,0,8,570
Lee|Arkansas|US,34.78498904,-90.78383866,9924.353619,0.003027245,0.302724521,0.807265388,2.666666667,3,991,0,8,185
Webster|Iowa|US,42.42853483,-94.17987389,1905.080214,0.004341534,0.434153401,1.157742402,2.666666667,3,691,0,8,326
Crow Wing|Minnesota|US,46.48096553,-94.06755609,281.3004381,0.021052632,2.105263158,5.614035088,2.666666667,6,285,1,16,1942
Brantley|Georgia|US,31.19576557,-81.97743999,1140.823696,0.010380623,1.038062284,2.76816609,2.666666667,3,289,0,8,1092
Aguascalientes|Mexico,21.8853,-102.2916,277.6315927,0.026607108,2.660710818,7.108176345,2.671532847,137,5149,7,366,2160
San Joaquin|California|US,37.93433732,-121.2730061,1488.162404,0.006923464,0.692346425,1.856747231,2.681818182,110,15888,0,295,681
Allen|Indiana|US,41.09194313,-85.06800636,917.4819865,0.014140521,1.414052143,3.800265135,2.6875,64,4526,0,172,1491
Buncombe|North Carolina|US,35.61113393,-82.53305,603.3898565,0.010281627,1.028162718,2.771569066,2.695652174,23,2237,0,62,1081
Marion|Alabama|US,34.13697363,-87.88704173,1716.65152,0.01540832,1.540832049,4.160246533,2.7,10,649,0,27,1594
Brown|Texas|US,31.77430356,-98.99907113,919.0788084,0.016091954,1.609195402,4.367816092,2.714285714,7,435,0,19,1652
Bulloch|Georgia|US,32.39577406,-81.74811421,1296.352125,0.004771643,0.477164281,1.295160191,2.714285714,7,1467,0,19,390
Lamb|Texas|US,34.06859623,-102.3516289,1520.204762,0.02661597,2.661596958,7.224334601,2.714285714,7,263,1,19,2162
Romania,45.9432,24.9668,257.7805372,0.01533323,1.533323017,4.169245848,2.719091674,1189,77544,37,3233,1586
Grant|Indiana|US,40.51587228,-85.65468702,741.9909076,0.019230769,1.923076923,5.244755245,2.727272727,11,572,0,30,1870
Honduras,15.2,-86.2419,418.2497682,0.011151659,1.115165886,3.043550747,2.72923588,602,53983,11,1643,1191
Arkhangelsk Oblast|Russia,63.5589686,43.1221646,748.1203919,0.008704156,0.870415648,2.376528117,2.730337079,89,10225,2,243,908
Tallahatchie|Mississippi|US,33.95339918,-90.1729398,2860.453328,0.006677796,0.667779633,1.83639399,2.75,4,599,0,11,651
Lee|North Carolina|US,35.47623147,-79.17569362,1819.388465,0.002915452,0.29154519,0.801749271,2.75,4,1372,0,11,174
Morgan|Alabama|US,34.45500589,-86.85475946,1753.022669,0.003062787,0.306278714,0.842266462,2.75,8,2612,0,22,187
French Guiana|France,4,-53,2587.367166,0.002273502,0.227350233,0.625213141,2.75,20,8797,0,55,125
Carroll|Mississippi|US,33.44834567,-89.91994479,2382.627928,0.014134276,1.413427562,3.886925795,2.75,4,283,0,11,1489
